Analysis,Reference,Sample_number,Latitude,Longitude,Formation,Final207_235,Final207_235_Prop2SE,Final206_238,Final206_238_Prop2SE,ErrorCorrelation_6_38vs7_35,U238Pb206,U238Pb206_error_2s_abs,Pb207Pb206,Pb207Pb206_error_2s_abs,ErrorCorrelation_38_6vs7_6,FinalAge207_235,FinalAge207_235_Prop2SE,U238Pb206_age,U238Pb206_age_error_2s,FinalAge207_206,Pb207Pb206_age_error_2s,Approx_U_PPM,Approx_Th_PPM,Approx_Pb_PPM,Final_U_Th_Ratio,Si,P,Ti_ppm_m47,Ti,Y,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Hg202_CPS,Pb_ppm_m204,Pb_ppm_m206,Pb_ppm_m207,Pb_ppm_m208,Th,U,Hf176Hf177,Hf176Hf177_error_2s,Lu176Hf177,U/Pb AGE,Hf Chur (t),Hf DM (t),Hf NC(t),Hfi,epsilon,2s,T(DM)_crustal,T(NC)_crustal
MK6_HQ_01_50,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,3.799,0.14,0.2874,0.0058,0.013564,3.479471,0.07021897,0.096,0.0033,0.70245,1592,30,1628,29,1560,66,399.1,67.3,503,5.91,137600,82,653,Below LOD,185,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,109.8,Below LOD,11980,50,Below LOD,431.9,Below LOD,Below LOD,Below LOD,397.9,,,,,,,,,,,,
MK6_HQ_01_51,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,4.11,0.19,0.2954,0.007,0.63038,3.38524,0.08021897,0.1019,0.0041,0.027213,1653,39,1667,35,1649,72,86.5,107.8,802,0.789,134500,232,668,16.8,1256,0.0189,17.9,0.258,5.01,8.82,3.12,37.8,11.27,124.1,42.7,185,35.9,319,60.9,8260,41,Below LOD,91.5,10.25,15.08,97.5,84.2,,,,,,,,,,,,
MK6_HQ_01_52,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,5.92,0.23,0.3617,0.0068,0.44745,2.764722,0.05197708,0.1195,0.0041,0.37916,1961,35,1990,32,1946,63,165.6,133.8,997,1.235,134300,216,667,14.8,831,0.108,4.68,0.354,4.87,6.92,0.707,28.4,7.88,86.1,28.59,119.3,22.82,210.2,38.09,8710,43,Below LOD,209.6,27.7,17.76,119.8,154.4,,,,,,,,,,,,
MK6_HQ_01_53,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,3.192,0.13,0.2368,0.0052,0.80192,4.222973,0.0927342,0.0975,0.0031,0.19855,1453,31,1369,27,1571,61,671,401.7,2660,1.655,136800,478,672,24.5,1850,0.267,41.4,3.57,41.3,46.8,13.8,128,24.9,200,55.9,218.6,42.1,379,67.8,11260,66,Below LOD,558,60,47,354.3,616,,,,,,,,,,,,
MK6_HQ_01_54,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,2.356,0.098,0.2126,0.0049,0.35571,4.703669,0.1084101,0.0811,0.0033,0.43648,1231,31,1242,26,1232,79,170.3,55,299,3.08,134400,612,657,9.3,1225,0.0152,Below LOD,Below LOD,Below LOD,7.84,Below LOD,43.7,12.6,132.1,41.4,166.9,31.2,275.5,50.7,10630,75,Below LOD,133.5,11.8,5.72,51.9,166.7,0.280749022,2.77E-05,0.000755406,1242,0.281997629,0.282350148,0.282272208,0.280731321,-44.90494363,0.970634715,4.700104781,4.538623782
MK6_HQ_01_55,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,3.983,0.16,0.285,0.006,0.093537,3.508772,0.07386888,0.1011,0.0039,0.53988,1628,33,1616,30,1643,72,144.3,135.5,870,1.064,137800,233,673,18.2,676,0.221,12.07,0.299,3.21,4.04,1.547,18.55,5.37,59,20.93,98.8,22.01,225.2,47.9,10050,23,Below LOD,151.5,16.78,16.12,125.6,140.3,,,,,,,,,,,,
MK6_HQ_01_56,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,3.64,0.15,0.2694,0.0052,0.35107,3.711952,0.07164867,0.0983,0.0034,0.28358,1561,32,1537,26,1585,64,216.5,383,1958,0.5616,140000,557,646,8.9,1769,3.15,50,1.78,14.72,15.69,5.48,62.7,16.5,170,56.7,255.6,51.6,498,98.3,9010,98,Below LOD,211,22.73,35.8,345.2,205,,,,,,,,,,,,
MK6_HQ_01_57,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,2.158,0.11,0.1685,0.0056,0.77155,5.934718,0.1972369,0.0925,0.003,0.058758,1163,35,1003,31,1483,62,852,428,1251,2.005,138900,1490,713,51.1,2920,2.99,80.1,12.83,140,132,37.9,329,59.9,408,89.6,277.1,48,417,77.2,11130,78,3,501,50.9,21.41,377,776,,,,,,,,,,,,
MK6_HQ_01_58,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,2.091,0.11,0.1968,0.0053,0.54162,5.081301,0.136844,0.0769,0.0037,0.017795,1142,38,1157,29,1126,96,65.7,56.2,288,1.159,135300,286,685,32.6,669.3,Below LOD,10.6,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,61.9,22.07,98.6,19.99,188,36.16,9290,28,Below LOD,48.96,4.14,5.61,Below LOD,Below LOD,0.281778435,3.00E-05,0.001078759,1157,0.282052099,0.282412398,0.282333486,0.281754905,-10.53683843,1.049439989,2.592152266,2.421919847
MK6_HQ_01_59,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,4.303,0.17,0.3005,0.0066,0.62573,3.327787,0.0730895,0.1049,0.0035,0.30154,1687,38,1693,33,1711,62,286.1,319.8,2011,0.887,131700,323,657,10,781,0.268,34.29,0.397,4.96,6.5,1.93,26.2,6.8,71.6,25.34,111.4,23.8,229.4,46.04,8990,29,Below LOD,299.7,34.52,36.6,284.4,266.8,,,,,,,,,,,,
MK6_HQ_01_6,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,3.973,0.17,0.2821,0.0063,0.41067,3.544842,0.07916521,0.1003,0.0038,0.19269,1628,35,1601,32,1635,72,110.1,82.83,623,1.321,129800,260,624,11,599.9,Below LOD,6.29,0.039,0.91,2.36,0.167,13.66,4.66,56.46,20.34,91.1,18.44,169.6,32.66,10320,81,2.1,120.7,13.41,11.91,80.7,111.8,,,,,,,,,,,,
MK6_HQ_01_60,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,3.95,0.2,0.2626,0.0096,0.83338,3.808073,0.1392136,0.1102,0.0037,0.013965,1628,41,1500,49,1796,62,218,246,1399,0.9,133800,774,669,22.4,2100,0.256,15,1.37,17.3,24.8,5.9,96,24.3,227,71.3,279,50.9,444,80.5,9960,-5,Below LOD,204.1,24.6,25.9,225,210,,,,,,,,,,,,
MK6_HQ_01_61,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,3.778,0.15,0.2824,0.0055,0.40855,3.541076,0.06896572,0.0971,0.0033,0.31071,1588,31,1603,28,1571,60,196.3,204.6,1439,0.963,139300,282,661,8.1,1068,Below LOD,28.88,0.162,2.4,4.49,1.221,22.13,7.5,91.5,34.79,169.8,36.5,359.1,72.5,10060,52,Below LOD,200.4,21.59,26.63,185.9,188.6,,,,,,,,,,,,
MK6_HQ_01_62,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,4.79,0.19,0.3139,0.0064,0.3243,3.185728,0.06495272,0.1099,0.0041,0.34115,1782,35,1759,31,1791,65,104.59,68.6,489,1.505,136100,718,674,21,1554,0.104,3.19,0.181,2.76,6.44,0.793,36.2,11.93,141.1,52.28,231.8,45.49,421.6,80.3,9910,49,Below LOD,119.7,14.52,9.06,63.3,100.5,,,,,,,,,,,,
MK6_HQ_01_63,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,22.06,0.9,0.625,0.014,0.86048,1.6,0.03584,0.2605,0.008,0.055791,3188,43,3127,57,3247,48,127.3,159.3,2316,0.793,136600,173,656.9,3.59,1006,0.0246,33.15,0.401,6.24,8.94,2.92,35.6,9.43,100.1,33.4,141,28.19,263.3,52.81,8100,35,2.3,288.1,82.2,43.12,148,123.5,0.282037215,2.93E-05,0.000627588,3247,0.28068743,0.280852777,0.280798234,0.281998036,46.69272492,1.025141485,0.812132667,0.693366513
MK6_HQ_01_64,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,13.62,0.5,0.5126,0.0098,0.67384,1.950839,0.03729657,0.1931,0.0058,0.39715,2722,35,2667,42,2766,50,431.4,15.72,182,27.16,137200,96,659,3.86,161.2,0.029,10.73,0.033,0.297,0.47,0.262,2.96,0.961,12.27,4.85,24.72,5.81,61.3,14.2,8780,39,Below LOD,780,165,3.25,14.06,400.4,0.281924029,3.13E-05,0.000815225,2667,0.28107149,0.281291703,0.281230301,0.281882455,28.85261884,1.094163129,1.403093915,1.270000431
MK6_HQ_01_65,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,2.248,0.09,0.2037,0.0038,0.23226,4.90918,0.09158019,0.0806,0.003,0.46255,1200,28,1195,20,1216,68,279.3,0.485,4.1,750,137300,71,658,1.94,214.4,Below LOD,Below LOD,Below LOD,Below LOD,0.051,0.043,1.19,0.683,11.94,5.64,31.59,7.82,88,19.54,17210,93,Below LOD,202.3,18.03,Below LOD,Below LOD,263.6,0.281573678,3.93E-05,0.001544306,1195,0.282027758,0.282384581,0.282306103,0.281538874,-17.33460567,1.375207055,3.031930243,2.864095653
MK6_HQ_01_66,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,4.123,0.16,0.2909,0.0052,0.32299,3.437607,0.06144915,0.1027,0.0033,0.3767,1657,31,1646,26,1669,60,246.4,64.7,471,3.769,139400,704,665,6.1,1548,0.0127,2.12,0.035,0.78,2.5,0.218,20.17,8.58,123.9,50.24,248.7,51.3,491.8,94.4,11550,76,Below LOD,266.7,30.4,8.85,60.5,241.2,,,,,,,,,,,,
MK6_HQ_01_67,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,4.13,0.17,0.3011,0.0071,0.19066,3.321156,0.07831354,0.1015,0.004,0.50183,1660,33,1696,35,1636,73,80.9,54.7,430,1.456,136800,261,654,10.4,668,Below LOD,17.24,0.037,0.72,1.97,0.443,12.47,4.44,56.8,21.83,106.4,22.29,215.4,43.13,9410,62,Below LOD,90.8,10,8.15,51.1,80.3,,,,,,,,,,,,
MK6_HQ_01_68,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,4.179,0.17,0.2981,0.006,0.47548,3.354579,0.0675192,0.1032,0.0037,0.2881,1668,33,1681,30,1677,65,245.2,239.4,1744,1.01,135500,387,1110,420,1237,0.217,26.74,0.192,2.43,4.52,1.16,25.3,8.65,109.3,41.08,196,40.87,391,76.6,9570,72,Below LOD,251.6,27.97,30.78,210.6,226.5,,,,,,,,,,,,
MK6_HQ_01_69,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,3.981,0.16,0.2855,0.0053,0.30618,3.502627,0.0650225,0.101,0.0035,0.24345,1628,33,1619,27,1640,63,170,122.5,884,1.379,136900,228,648,Below LOD,633.3,Below LOD,18.9,Below LOD,Below LOD,1.99,0.374,12.9,4.41,55.24,20.49,96.9,19.61,192.1,37.33,9800,86,Below LOD,171,19.09,16.14,108.1,157.6,,,,,,,,,,,,
MK6_HQ_01_7,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,5.05,0.21,0.3296,0.0069,0.55818,3.033981,0.06351476,0.1102,0.0039,0.16946,1827,37,1831,36,1798,66,112.8,93.8,795,1.192,130500,329,643,14.3,781,0.052,7.09,0.105,1.79,3.46,0.388,21.38,6.76,77.8,27.93,120,23.23,212.8,41.52,9960,74,Below LOD,152.1,18.2,16.28,97.2,121.2,0.281610906,2.68E-05,0.000798044,1831,0.281617807,0.281916065,0.281844908,0.281583184,-1.229421937,0.938357542,2.547820674,2.395394908
MK6_HQ_01_70,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,3.75,0.17,0.2714,0.0057,0.094422,3.684598,0.07738471,0.0989,0.0042,0.43693,1579,37,1547,29,1605,83,84.2,120.6,814,0.715,135600,167,662,Below LOD,476,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,73,Below LOD,196.5,Below LOD,10210,55,Below LOD,91.7,Below LOD,Below LOD,120,89.1,,,,,,,,,,,,
MK6_HQ_01_71,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,4.09,0.17,0.2944,0.0062,0.6119,3.396739,0.07153459,0.1016,0.0035,0.21723,1654,33,1663,31,1652,65,222.2,145.9,1079,1.529,136200,202,643,7.9,751,0.0186,12.07,0.05,1.09,2.24,0.187,13.74,4.95,62.9,24.1,113.6,22.8,219,41.7,10150,52,Below LOD,237.2,26.94,20.64,134.9,216.7,,,,,,,,,,,,
MK6_HQ_01_72,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,2.168,0.12,0.1993,0.0049,0.4039,5.017561,0.123362,0.0781,0.004,0.15171,1163,38,1171,27,1148,98,66,37.8,193.2,1.732,137600,194,661,9.7,518.8,Below LOD,6.69,0.032,0.63,1.69,0.218,9.8,3.58,45.54,17.62,82.4,16.89,159.4,31.13,9900,45,Below LOD,49.5,4.26,3.79,35.84,65.9,,,,,,,,,,,,
MK6_HQ_01_73,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,3.809,0.15,0.2867,0.0057,0.45168,3.487967,0.06934569,0.0986,0.0033,0.45456,1597,33,1628,28,1601,66,236.6,164.2,1181,1.432,138100,262,667,8.41,795,0.0134,21.56,0.036,0.93,2,0.262,12.82,4.87,64.7,25.52,125.8,27.03,269.5,52.73,10650,62,Below LOD,250.2,26.7,22.3,152.2,229.8,,,,,,,,,,,,
MK6_HQ_01_74,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,3.79,0.24,0.261,0.015,0.84704,3.831418,0.2201964,0.1074,0.0038,0.14114,1578,53,1485,77,1744,64,241,273,694,1.26,140300,990,693,21.5,1600,0.99,16.2,2.05,19.3,27.1,18.6,91,20.3,173,53.6,214,40.3,365,67.4,10270,74,Below LOD,215.4,25.49,13,262,234,,,,,,,,,,,,
MK6_HQ_01_75,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,3.633,0.15,0.2701,0.0057,0.12378,3.702332,0.07813141,0.0982,0.0036,0.4942,1555,32,1541,29,1587,67,123.8,165.9,1159,0.735,138400,576,646,7.03,2044,Below LOD,62.6,Below LOD,3.68,8.79,3.6,50.3,15.46,190.6,70.8,309.5,61.7,561.7,108.4,10190,43,Below LOD,125.5,13.43,22.39,157,123.1,,,,,,,,,,,,
MK6_HQ_01_76,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,2.03,0.11,0.1933,0.0055,0.31292,5.173306,0.147197,0.0754,0.0039,0.27297,1129,39,1139,30,1100,110,103.6,134.7,683,0.768,140300,463,676,20,1429,0.019,34.5,0.162,2.87,6.44,0.806,31,10.63,130.2,49.6,225.4,46.3,432.3,85.4,9980,56,Below LOD,76.8,6.43,13.35,129.5,105,,,,,,,,,,,,
MK6_HQ_01_77,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,3.815,0.15,0.2793,0.0053,0.43712,3.58038,0.06794132,0.0993,0.0034,0.18174,1596,33,1587,27,1612,67,179,173.9,1228,1.015,137100,338,659,9.3,1005,Below LOD,24.68,0.103,1.82,3.79,0.501,20.15,6.64,85,33.21,157.5,33.61,327.2,65.5,9640,58,Below LOD,185.6,20.12,23.4,161.9,175.5,,,,,,,,,,,,
MK6_HQ_01_78,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,3.807,0.16,0.2845,0.006,0.40579,3.514938,0.07412876,0.0965,0.0033,0.36976,1596,32,1613,30,1564,63,126.2,79.1,552,1.581,140000,184,659,8,431.8,Below LOD,18.75,0.0189,0.439,0.91,0.133,6.45,2.471,32.85,13.72,69.5,15.79,166.3,34.71,10820,54,2.3,134,14.38,10.92,74.9,125.2,,,,,,,,,,,,
MK6_HQ_01_79,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,3.867,0.16,0.2784,0.006,0.4886,3.591954,0.0774128,0.1012,0.0035,0.24368,1606,34,1583,30,1642,65,157.1,173.7,1195,0.902,137400,277,645,9.1,1638,0.0265,35.9,0.253,4.62,8.53,3.56,42.9,12.66,148.9,54.8,249,49.9,477,93.5,7720,85,Below LOD,162.1,17.74,23,158.8,153.1,,,,,,,,,,,,
MK6_HQ_01_8,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,4.89,0.19,0.3211,0.0065,0.61478,3.114295,0.0630424,0.1094,0.0035,0.25258,1799,32,1794,32,1783,58,226.6,123,1006,1.805,132400,4160,631,9.9,1805,46,137,17.9,89,26.9,1.55,47.7,13.23,162.1,60.8,287,61.1,585,117.3,11320,54,2.4,295.4,35.06,20.81,127.8,243,,,,,,,,,,,,
MK6_HQ_01_80,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,3.55,0.16,0.273,0.0056,0.41219,3.663004,0.07513854,0.0956,0.0036,0.33825,1538,35,1559,30,1537,68,170.2,142.3,950,1.187,137700,365,667,6.6,1174,0.035,18.68,0.099,1.39,3.7,0.768,21.3,7.85,102,39.89,192,39.66,374.9,75.1,10240,47,Below LOD,165.8,17.39,17.99,130,164.2,,,,,,,,,,,,
MK6_HQ_01_81,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,5.1,0.44,0.3073,0.0087,0.66545,3.254149,0.09212853,0.1223,0.0083,0.38009,1800,66,1726,43,1940,120,95.7,91.8,834,1.034,180000,491,674,21.9,956,6.7,32,1.98,10.9,5.79,1.63,26.7,7.87,91.6,33.1,146.8,28.56,262.1,51.1,9400,49,6.8,123,16.5,18.9,98,106,,,,,,,,,,,,
MK6_HQ_01_82,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,2.598,0.1,0.2211,0.0041,0.53664,4.52284,0.08386995,0.0855,0.0029,0.34235,1300,28,1288,22,1323,63,508,385.8,2168,1.311,138600,292,659,10.7,1071,Below LOD,19.7,0.358,3.88,5.47,1.56,25.53,7.47,92.4,34.87,163.1,34.61,344.5,70.5,8760,36,Below LOD,417.7,39.22,41.1,360.2,501.2,,,,,,,,,,,,
MK6_HQ_01_83,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,2.04,0.13,0.1875,0.0049,0.23729,5.333333,0.1393778,0.0824,0.005,0.20452,1137,44,1107,27,1240,120,41.88,41.48,204,1.007,138700,239,676,22.5,528.9,Below LOD,11.43,0.063,1.05,2.4,0.482,11.86,3.98,48.1,17.52,79,16.67,161.6,31.93,9050,38,Below LOD,30.95,2.77,4.21,41.48,43.93,,,,,,,,,,,,
MK6_HQ_01_84,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,3.97,0.17,0.2917,0.006,0.14099,3.42818,0.07051449,0.0987,0.0039,0.3824,1632,34,1650,30,1605,74,184.4,151.8,1096,1.193,143500,344,668,7.8,1021,0.0083,24.81,0.038,0.85,2.69,0.336,17.11,6.3,85.6,32.95,161.2,34.19,332.3,66.1,10670,41,Below LOD,215.4,23.38,22.83,150,191.7,,,,,,,,,,,,
MK6_HQ_01_85,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,3.824,0.14,0.2842,0.0055,0.49374,3.518649,0.06809489,0.0988,0.0032,0.35658,1596,30,1612,28,1596,61,252.1,167.2,1166,1.496,140800,279,651,7.7,831,Below LOD,27.22,0.0321,0.64,1.7,0.232,12.82,4.87,68.2,27.26,136,29.5,293,59.22,11530,74,Below LOD,269.7,28.97,22.62,156.8,249.2,0.28147648,2.64E-05,0.000537658,1612,0.281759519,0.282078021,0.282004333,0.28146007,-10.62780022,0.922873573,2.943773994,2.786692153
MK6_HQ_01_86,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,0.115,0.014,0.1774,0.0062,0.56265,5.636979,0.1970083,0.0974,0.0034,0.17363,109,12,1051,34,1569,66,289,256,1139,1.149,140100,1174,668,26.3,2548,1.64,37,3.03,28.8,34.4,11.5,133,31.6,275,82.2,341.3,65.9,594,112.5,10140,36,Below LOD,208.7,22.4,21.89,238,281,,,,,,,,,,,,
MK6_HQ_01_87,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,3.782,0.16,0.2809,0.0062,0.35866,3.559986,0.07857569,0.0986,0.0038,0.28099,1585,34,1595,31,1588,72,86.6,97.9,670,0.882,136600,345,654,15,973,Below LOD,25.89,0.082,1.94,3.95,1.203,21.88,6.94,86.8,32.95,155.6,32.39,316.3,64.58,8710,97,Below LOD,91.5,9.85,12.99,91.7,85.6,,,,,,,,,,,,
MK6_HQ_01_88,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,4.22,0.18,0.2979,0.0068,0.30063,3.356831,0.07662454,0.1025,0.0038,0.43316,1676,34,1680,34,1676,67,135,75.8,540,1.77,137400,240,718,63,577.1,0.0088,19.67,0.0203,0.355,1.16,0.169,8.68,3.35,45.41,18.99,96.7,21.14,216.1,43.86,10870,50,2.3,153.1,17.06,10.79,72.8,137.3,,,,,,,,,,,,
MK6_HQ_01_89,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,3.735,0.15,0.2812,0.0057,0.43063,3.556188,0.07208489,0.0977,0.0036,0.28565,1566,39,1597,29,1572,71,179.3,130.2,920,1.393,138400,245,660,9,702,Below LOD,23.21,0.028,0.64,1.72,0.238,11.64,4.33,59.1,22.95,111.3,23.53,236.4,47.5,10860,81,Below LOD,191.8,20.28,17.93,122.5,181.7,,,,,,,,,,,,
MK6_HQ_01_9,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,3.752,0.14,0.2753,0.0055,0.58771,3.632401,0.07256885,0.0975,0.0031,0.49886,1581,31,1567,28,1572,60,267.8,210.7,1522,1.246,132200,390,633,10.2,1648,0.308,13.5,0.375,3.99,6.83,0.81,37.3,12.44,150.8,56.5,251.5,49.92,457.4,85.7,10130,80,Below LOD,298.6,31.83,30.89,217.5,282.8,,,,,,,,,,,,
MK6_HQ_01_90,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,4.064,0.17,0.2946,0.0065,0.37899,3.394433,0.07489415,0.1008,0.0038,0.45532,1646,34,1664,32,1632,68,131.1,87.2,630,1.491,135500,186,664,Below LOD,529.1,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,80.1,Below LOD,160.1,Below LOD,9840,70,Below LOD,149.9,Below LOD,Below LOD,85.8,136.2,,,,,,,,,,,,
MK6_HQ_01_91,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,3.64,0.19,0.2769,0.0067,0.46764,3.611412,0.08738339,0.098,0.0042,0.15182,1554,42,1575,34,1581,80,60.1,88.1,588,0.678,136500,193,651,12.3,583,Below LOD,27.16,0.052,0.93,2.33,0.409,12.45,4.13,51.4,19.25,90.3,18.87,182.9,35.45,10120,50,Below LOD,64.6,6.89,12.18,86.6,62.6,,,,,,,,,,,,
MK6_HQ_01_92,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,3.73,0.16,0.2813,0.0057,0.37726,3.554924,0.07203365,0.0961,0.0036,0.21278,1573,36,1600,29,1555,74,129.6,71.1,487,1.81,132500,190,638,8,743,Below LOD,5.43,0.0318,0.85,2.22,0.351,15.06,5.04,66.2,24.89,113.8,23.12,214.3,40.84,9060,25,Below LOD,139.1,14.4,9.63,67.7,130.5,,,,,,,,,,,,
MK6_HQ_01_93,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,4.042,0.16,0.2847,0.0049,0.43227,3.512469,0.06045346,0.1031,0.0034,0.21357,1640,33,1615,25,1676,64,230.5,277.1,1963,0.824,133500,352,661,11.2,1170,0.059,33.37,0.174,2.88,5.2,1.178,27.14,8.81,106,39.9,180.1,35.72,336.6,65.8,9120,40,Below LOD,241.9,27.34,38.42,260,226.6,,,,,,,,,,,,
MK6_HQ_01_94,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,5.29,0.21,0.3317,0.0065,0.45886,3.014772,0.05907754,0.116,0.0038,0.3436,1870,35,1846,32,1889,60,129.9,97.3,771,1.307,135300,197,669,10.1,884,Below LOD,4.28,0.072,1.5,3.57,0.309,22.46,7.14,83.8,29.99,127.7,24.73,215.7,40.86,9490,22,Below LOD,163.3,20.75,15.32,93.3,129.8,0.281757445,1.85E-05,0.000329261,1846,0.281608079,0.281904948,0.281833964,0.281745912,4.894493895,0.646882492,2.189506693,2.036458584
MK6_HQ_01_95,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,3.917,0.15,0.2701,0.0057,0.69064,3.702332,0.07813141,0.1058,0.0034,0.31408,1617,32,1543,28,1730,56,391.2,285.3,1552,1.338,135300,537,661,16.6,1325,0.363,17.19,1.49,16.3,19.3,5.26,65.7,15.41,144.4,42.7,180.1,35.2,325.5,60.8,11080,21,Below LOD,388.1,45.18,29.37,265.4,381.8,,,,,,,,,,,,
MK6_HQ_01_96,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,2.096,0.085,0.1937,0.0038,0.41702,5.162623,0.1012802,0.0785,0.0027,0.27822,1147,29,1141,21,1160,68,203.6,190,966,1.075,135000,195,650,10,919,Below LOD,20.51,Below LOD,1.09,2.36,0.209,16.9,5.98,78.9,29.9,146.8,30.7,308,59.1,10550,73,Below LOD,146,12.76,18.5,178,200,0.281648518,2.38E-05,0.000541203,1141,0.282062342,0.282424105,0.28234501,0.281636878,-15.08404218,0.833757798,2.855663393,2.685842149
MK6_HQ_01_97,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,4.789,0.19,0.312,0.0064,0.28196,3.205128,0.06574622,0.1127,0.0039,0.44195,1783,34,1750,31,1839,61,163.4,124.7,738,1.297,137300,244,647,8.8,787,0.119,8.97,0.299,3.45,5.84,1.85,28.97,7.86,78.8,26.08,114.4,21.93,202.4,39.1,8320,98,Below LOD,189.7,23.4,14.52,117,161.7,,,,,,,,,,,,
MK6_HQ_01_98,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,3.845,0.15,0.2855,0.0059,0.59169,3.502627,0.07238353,0.0984,0.0034,0.23128,1602,33,1618,29,1590,63,212.2,126.6,896,1.668,135700,202,647,5.79,775,Below LOD,20.06,0.0255,0.82,2.23,0.158,14.47,5.36,68.3,26.21,125.4,26.02,249.8,47.69,10690,80,Below LOD,221.3,24.1,17.29,117.5,206.8,0.281779567,2.78E-05,0.00086917,1618,0.281755644,0.282073593,0.281999974,0.28175294,-0.095965034,0.973412906,2.313056616,2.154273704
MK6_HQ_01_99,Blades et al 2021,HQ-01,-23.7265,133.8664,Heavitree,3.31,0.17,0.2423,0.0082,0.85453,4.127115,0.1396713,0.0986,0.0033,0.0093985,1480,38,1402,44,1590,64,403,149,818,2.706,135700,406,665,24.7,1620,0.56,35.7,3.77,45.8,48,12.5,114,23.6,186,50.9,198,36.6,323,59.3,10590,55,Below LOD,342.2,37,15.26,133.5,375,,,,,,,,,,,,
MK1-HQ03-001-240,Blades et al 2021,HQ-03,-23.6376,132.7327,Heavitree,2.052,0.087,0.1844,0.0044,0.037984,5.422993,0.129399,0.0777,0.0033,0.38745,1128,29,1094,25,1131,78,134,168.8,823,0.802,145700,343,897,Below LOD,1313,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,123.8,Below LOD,196.5,Below LOD,365,Below LOD,9830,190,Below LOD,105.6,Below LOD,Below LOD,156.7,144.8,,,,,,,,,,,,
